id,num_events,total_count,tx_fatal,tx_event,time,students,took_damage,Q5_2_aUsedForBefore4,QII_1Province,elementary,high_school,pct_walking_before,pct_walking_now,school_levels
1385,0,0,0,0,post,242,1,NA,17,1,1,0.4807692307692308,0.4132231404958678,2
2371,0,0,0,0,post,253,0,NA,24,1,1,0.12931034482758622,0.11857707509881422,2
1545,0,0,0,0,post,257,0,NA,16,1,1,0.29045643153526973,0.2918287937743191,2
1432,0,0,0,0,post,238,0,NA,17,1,1,0.4048582995951417,0.42016806722689076,2
2333,0,0,0,0,post,254,0,NA,24,1,1,0.3041825095057034,0.3031496062992126,2
1433,0,0,0,0,post,311,0,NA,17,1,1,0.31802120141342755,0.28938906752411575,2
1597,0,0,0,0,post,313,1,NA,16,1,1,0.1724137931034483,0.1597444089456869,2
558,34,155,1,1,post,150,0,NA,13,1,1,0.00911854103343465,0.02,2
3277,2,0,0,1,post,183,1,NA,31,1,1,0.00997506234413965,0.02185792349726776,2
867,0,0,0,0,post,129,0,NA,3,1,0,0,0,1
3776,0,0,0,0,post,196,0,NA,27,1,0,0.36036036036036034,0.40816326530612246,1
1321,0,0,0,0,post,283,0,NA,18,1,0,0.38022813688212925,0.35335689045936397,1
84,1,0,0,1,post,570,1,NA,2,1,0,0.017064846416382253,0.03684210526315789,1
4563,0,0,0,0,post,62,0,NA,29,1,1,0.8064516129032258,0.8064516129032258,2
4650,0,0,0,0,post,98,0,NA,22,1,1,0.5952380952380952,0.5102040816326531,2
4691,0,0,0,0,post,62,1,Armed Groups,22,1,1,0.3448275862068966,0.4838709677419355,2
2990,0,0,0,0,post,112,0,NA,24,1,1,0.8620689655172413,0.8928571428571429,2
4760,0,0,0,0,post,149,0,NA,21,1,1,0.4444444444444444,0.40268456375838924,2
861,0,0,0,0,post,182,1,NA,3,1,1,0.5487804878048781,0.4945054945054945,2
104,1,0,0,1,post,116,0,NA,2,1,1,0.34210526315789475,0.5603448275862069,2
240,5,4,1,1,post,149,0,NA,2,1,1,0.04830917874396135,0.06711409395973154,2
4488,0,0,0,0,post,222,0,NA,29,1,1,0.46411483253588515,0.4369369369369369,2
780,93,728,1,1,post,254,1,NA,3,1,1,0.2631578947368421,0.27559055118110237,2
390,0,0,0,0,post,896,0,NA,2,1,1,0.10020040080160321,0.05580357142857143,2
525,1,0,0,1,post,757,0,NA,2,1,1,0.017035775127768313,0.013210039630118891,2
4390,42,434,1,1,post,498,1,NA,1,1,1,0.003389830508474576,0.004016064257028112,2
551,34,155,1,1,post,600,1,NA,13,1,1,0.026246719160104987,0.03333333333333333,2
1336,0,0,0,0,post,191,1,NA,18,0,1,0.32978723404255317,0.1256544502617801,1
2478,0,0,0,0,post,46,0,NA,24,1,0,0.8,0.43478260869565216,1
4649,0,0,0,0,post,151,0,NA,22,1,0,0.47619047619047616,0.5960264900662252,1
4179,0,0,0,0,post,206,0,NA,25,1,0,0.1941747572815534,0.1941747572815534,1
4652,0,0,0,0,post,458,0,NA,21,1,0,0.08733624454148471,0.08733624454148471,1
4951,8,10,1,1,post,665,0,NA,21,1,0,0.1592356687898089,0.15037593984962405,1
1463,0,0,0,0,post,94,1,NA,16,1,1,0,0.851063829787234,2
